review_text,sentiment,star_rating,category
"Amazing experience with this customer_service, will buy again!",positive,5,customer_service
"The food is decent, not great but not bad either.",neutral,3,food
"Very disappointed with this healthcare, expected better.",negative,1,healthcare
The travel meets expectations but isn't impressive.,neutral,3,travel
"Superb electronics, high quality and long-lasting.",positive,4,electronics
"Superb healthcare, high quality and long-lasting.",positive,5,healthcare
"Very disappointed with this software, expected better.",negative,1,software
"Neither great nor terrible, just another electronics.",neutral,3,electronics
"Amazing experience with this healthcare, will buy again!",positive,4,healthcare
"An average healthcare, nothing to complain about.",neutral,3,healthcare
The best software I have ever used. Totally worth it!,positive,4,software
"An average clothing, nothing to complain about.",neutral,3,clothing
"Superb healthcare, high quality and long-lasting.",positive,4,healthcare
"Terrible electronics, completely unreliable and frustrating.",negative,1,electronics
"Superb healthcare, high quality and long-lasting.",positive,4,healthcare
"Amazing experience with this travel, will buy again!",positive,4,travel
The best customer_service I have ever used. Totally worth it!,positive,4,customer_service
"Amazing experience with this software, will buy again!",positive,4,software
"The worst healthcare I have ever bought, do not recommend.",negative,2,healthcare
"Terrible healthcare, completely unreliable and frustrating.",negative,2,healthcare
"Neither great nor terrible, just another food.",neutral,3,food
"Not worth the hype, bad clothing, regret my purchase.",negative,1,clothing
"Very disappointed with this healthcare, expected better.",negative,2,healthcare
"Great value for money, perfect for my needs in travel.",positive,5,travel
"Amazing experience with this food, will buy again!",positive,5,food
"Not worth the hype, bad customer_service, regret my purchase.",negative,2,customer_service
"The software is decent, not great but not bad either.",neutral,3,software
Absolutely love this food! Exceeded my expectations.,positive,4,food
"Terrible customer_service, completely unreliable and frustrating.",negative,1,customer_service
"Amazing experience with this movies, will buy again!",positive,4,movies
"The customer_service is decent, not great but not bad either.",neutral,3,customer_service
"Amazing experience with this customer_service, will buy again!",positive,5,customer_service
The best healthcare I have ever used. Totally worth it!,positive,4,healthcare
"Very disappointed with this travel, expected better.",negative,1,travel
"Horrible experience with this healthcare, waste of money.",negative,1,healthcare
"Very disappointed with this food, expected better.",negative,2,food
"Horrible experience with this movies, waste of money.",negative,1,movies
"An average travel, nothing to complain about.",neutral,3,travel
"Horrible experience with this software, waste of money.",negative,2,software
"Very disappointed with this software, expected better.",negative,2,software
"Terrible movies, completely unreliable and frustrating.",negative,1,movies
"Mediocre performance, but does the job for a healthcare.",neutral,3,healthcare
"Horrible experience with this food, waste of money.",negative,1,food
"Mediocre performance, but does the job for a software.",neutral,3,software
"The worst electronics I have ever bought, do not recommend.",negative,2,electronics
"Mediocre performance, but does the job for a clothing.",neutral,3,clothing
"Horrible experience with this food, waste of money.",negative,1,food
"Not worth the hype, bad electronics, regret my purchase.",negative,1,electronics
"Superb movies, high quality and long-lasting.",positive,5,movies
"An average healthcare, nothing to complain about.",neutral,3,healthcare
"Superb customer_service, high quality and long-lasting.",positive,4,customer_service
"Not worth the hype, bad customer_service, regret my purchase.",negative,2,customer_service
"Mediocre performance, but does the job for a healthcare.",neutral,3,healthcare
"Very disappointed with this food, expected better.",negative,1,food
"Mediocre performance, but does the job for a customer_service.",neutral,3,customer_service
"Mediocre performance, but does the job for a electronics.",neutral,3,electronics
"The clothing is decent, not great but not bad either.",neutral,3,clothing
"Great value for money, perfect for my needs in customer_service.",positive,5,customer_service
Absolutely love this food! Exceeded my expectations.,positive,5,food
"Mediocre performance, but does the job for a customer_service.",neutral,3,customer_service
"Great value for money, perfect for my needs in travel.",positive,4,travel
"Amazing experience with this movies, will buy again!",positive,4,movies
"The movies is decent, not great but not bad either.",neutral,3,movies
"An average food, nothing to complain about.",neutral,3,food
"Neither great nor terrible, just another movies.",neutral,3,movies
Absolutely love this electronics! Exceeded my expectations.,positive,5,electronics
"Mediocre performance, but does the job for a food.",neutral,3,food
"Not worth the hype, bad travel, regret my purchase.",negative,2,travel
The customer_service meets expectations but isn't impressive.,neutral,3,customer_service
"Not worth the hype, bad healthcare, regret my purchase.",negative,1,healthcare
"An average customer_service, nothing to complain about.",neutral,3,customer_service
"The worst software I have ever bought, do not recommend.",negative,1,software
"The clothing is decent, not great but not bad either.",neutral,3,clothing
"Superb healthcare, high quality and long-lasting.",positive,5,healthcare
The best movies I have ever used. Totally worth it!,positive,4,movies
"Neither great nor terrible, just another healthcare.",neutral,3,healthcare
"Amazing experience with this travel, will buy again!",positive,5,travel
"Neither great nor terrible, just another clothing.",neutral,3,clothing
The best healthcare I have ever used. Totally worth it!,positive,5,healthcare
"Terrible travel, completely unreliable and frustrating.",negative,2,travel
"An average movies, nothing to complain about.",neutral,3,movies
"Horrible experience with this movies, waste of money.",negative,1,movies
"Amazing experience with this software, will buy again!",positive,4,software
The movies meets expectations but isn't impressive.,neutral,3,movies
"Horrible experience with this clothing, waste of money.",negative,1,clothing
"Neither great nor terrible, just another electronics.",neutral,3,electronics
